1,英基己連拿小學,Glenealy School,Central & Western,,Tel: 852 2522 1919,,,,"Mondays to Fridays
7:30 am to 4:30 pm",,,Glenealy School ,"7 Hornsey Road, Mid Levels, Hong Kong.",,http://www.glenealy.edu.hk
1,英基堅尼地小學,Kennedy School,Southern,香港薄扶林沙灣徑19號,Tel: 852 2855 0711,,,,"Mondays to Fridays
7:30 am to 4:30 pm",,,Kennedy School ,19 Sha Wan Drive Pokfulam Hong Kong,,http://www.kennedy.edu.hk
1,英基九龍小學,Kowloon Junior School,Kowlon Tong,,Tel: 852 3765 8700,,,,"Mondays to Fridays
7:30 am to 4:30 pm",,,Kowloon Junior School ,"20 Perth Street, Homantin, Kowloon, Hong Kong",,http://www.kjs.edu.hk
1,英基山頂小學,Peak School,Central & Western,,Tel: 852 2849 7211,,,,"Mondays to Fridays
7:30 am to 4:30 pm",,,Peak School,"20 Plunketts Road, The Peak, Hong Kong",,http://www.ps.edu.hk
1,英基鰂魚涌小學 ,Quarry Bay School,Eastern,,Tel: 852 2566 4242,,,,"Mondays to Fridays
7:30 am to 4:30 pm",,,Quarry Bay School,"Braemar Hill Rd, at 6 Hau Yuen Path, North Point",,http://www.qbs.edu.hk
1,英基沙田小學,Sha Tin Junior School,Sha Tin,,Tel: 852 2692 2721,,,,"Mondays to Fridays
7:30 am to 4:30 pm",,,Sha Tin Junior School,3A Lai Wo Lane Fo Tan Sha Tin  New Territories Hong Kong,,http://www.sjs.edu.hk
1,賽馬會善樂學校,Jockey Club Sarah Roe School ,Kowloon Tong,九龍何文田天光道2B號,Tel: 852 2761 9893,,,,,,,Jockey Club Sarah Roe School ,2B Tin Kwong Road Homantin Hong Kong,"The Jockey Club Sarah Roe School (JCSRS) is one of twenty one schools in Hong Kong which together form the English Schools Foundation (ESF). JCSRS is a purpose built international special school which provides a quality, inclusive education for pupils with severe learning difficulties and complex needs. The school caters for children ranging in age from 5 to 19 years.",http://www.jcsrs.edu.hk
1,,Springboard Project - Youth Club,Wanchai,,Tel: 852 2813 4508,info@springboardhk.org ,,,,,,Springboard Project - Youth Club,"The Child Development Centre  4/F, Prime Mansion, 183-187 Johnston Road, Wanchai, Hong Kong","The Springboard Project is a registered non-profit charitable organisation founded in 1994 to provide English speaking special educational services for children and young adults aged five and above with mild to moderate learning difficulties.

In addition to the school-based programme, Springboard offers an enrichment programme which operates from the Springboard Centre. The programme enables Springboard students to learn and refine social skills outside of a school setting, practise life skills and receive other therapeutic interventions.",http://www.springboardhk.org
1,,F.O.C.U.S - Focus On Children Understanding in School,Wanchai,,Tel: 852 2849 8218,info@focus.org.hk,,,,"學習障礙和注意力障礙會對個人，尤其是在學兒童產生影響，令他們的能力和表現出現偏差，這些兒童的智力都屬於中等甚或高於平均水平。學習障礙有獨特的徵狀，不應與其他障礙如智障、自閉症、聽覺障礙或基本情緒失調混淆。

學習和注意力障礙原屬神經病學徵狀，包括讀寫障礙、計算障礙、記憶力障礙和注意力不足 / 注意力不足過度活躍，影響所及，會妨礙個人記憶、運用或輸出訊息的能力。受到這類障礙困擾的兒童，儘管智力往往高於常人，但在掌握閱讀、書寫和計算等能力上會出現困難。他們也可能不善社交和溝通，從而影響健康家庭關係和友情的發展。如果得不到適當的支援，這些兒童往往會被認為是「懶惰」、「不長進」，甚或「麻煩製造者」，導致自我形象低落，自認為「失敗者」。

受學習和注意力障礙困擾的人，很多都有特異的天賦，如富創造力、同情心、直覺敏銳、熱情、好動、有毅力，甚且別具不落窠臼的思考方式。不少成功人物都能克服這種種障礙，面對挑戰，發揮他們的天賦才能。一些世界知名的傑出思想家、藝術家和領袖，如愛迪生、愛因斯坦、羅丹和邱吉爾，據說都有學習障礙。

F.O.C.U.S.相信所有受學習障礙困擾的兒童都能在學校取得良好表現，過著愉快的生活，並有所成就。","To provide support for parents and professionals in education and health-care, and to promote public awareness and understanding of learning differences, Specific Learning Disabilities (SLD) and Attention Deficit/Hyperactivity Disorder (AD/HD); and how they impact children, both personally and academically.Today F.O.C.U.S. retains its roots as a parent-support organization but seeks to expand its impact by promoting public awareness and understanding of Specific Learning Disabilities (SLD) and Attention Deficit Hyperactivity Disorder (AD/HD) and how they impact a child’s ability to read, write, calculate, study and/or interact socially. About one in seven children struggle with learning differences. These children are bright and capable, yet they are often labeled as ""failures"" simply because they cannot easily acquire the skills they need for success in the typical classroom setting.   At F.O.C.U.S. our goal is to bring academic and life success to these children by raising awareness amongst parents and educators of what it means to have a mind that works differently.  With the right support and intervention these children can succeed in school and go on to successful, often distinguished, careers.  ",F.O.C.U.S - Focus On Children Understanding in School,"Room 1504, 15/F, CLI Building
313 Hennessy Road
Wan Chai, Hong Kong","Today F.O.C.U.S. retains its roots as a parent-support organization but seeks to expand its impact by promoting public awareness and understanding of Specific Learning Disabilities (SLD) and Attention Deficit Hyperactivity Disorder (AD/HD) and how they impact a child’s ability to read, write, calculate, study and/or interact socially. To realize this goal, F.O.C.U.S. commits its resources to:
-be a community resource and to disseminate accurate, evidence-based information about AD/HD and SLD to parents, educators, health care professionals and the media
-bring local and internationally renowned experts to speak to parents and educators throughout the school year
-provide opportunities for teacher training in educational issues relating to AD/HD and SLD
-be an advocate on behalf of the AD/HD and SLD community and to bring information to local government in an effort to increase provision and educational opportunities",http://www.focus.org.hk/home
1,保良局余李慕芬紀念學校,,Eastern,北角和富道十九號,Tel: 852 2566 3805,mail@plkylmf.edu.hk,CANTONESE,Private,,本局轄下共開辦四間特殊學校，為中度至嚴重智障學生提供教學服務。目前特殊學校共開設三十七班，學生三百一十六人，宿生一百一十四人。特殊學校小學部以溝通能力訓練、自理訓練、社會適應、數學及感知訓練為主；中學部則著重實用技能訓練，使學生將來可適應庇護工場或展能中心的生活。,"PLK currently operates four special schools for children with moderate to severe mental disabilities - three of them offering boarding facilities. All four offer a total of 316 places in 37 classes with another 114 places in the Boarding Section. The Primary Section provides special training in communication skills, self-care, social skills, rudimentary arithmetic and sensory movement. The Secondary Section focuses more on the training of practical skills.",Po Leung Kuk Yu Lee Mo Fan Memorial School,"19 Wharf Road, North Point, Hong Kong","PLK currently operates four special schools for children with moderate to severe mental disabilities - three of them offering boarding facilities. All four offer a total of 316 places in 37 classes with another 114 places in the Boarding Section. The Primary Section provides special training in communication skills, self-care, social skills, rudimentary arithmetic and sensory movement. The Secondary Section focuses more on the training of practical skills.",http://intranet.plkylmf.edu.hk/it-school/php/webcms/public/mainpage/main.php3
1,保良局余李慕芬紀念學校 (宿舍),,,"筲箕灣興東邨東霖苑B,C座地下及1字樓",Tel: 852 2535 7133,,CANTONESE,Private,,,,Po Leung Kuk Yu Lee Mo Fan Memorial School (Boarding Section),"Block B&C, G/F-1/F, Tung Lam Court, Hing Tung Estate, Shau Kei Wan, Hong Kong",,http://www.poleungkuk.org.hk/en/20090804389/overview-of-plk-schools/special-schools.html
1,保良局陳麗玲(百周年)學校,,,九龍清水灣道五十五號,Tel: 852 2759 9381,plkcs@plkcs.edu.hk,CANTONESE,Private,,,,Po Leung Kuk Anita L. L. Chan(Centenary) School,"Choi Wan Estate, Clear Water Bay Road, Kowloon",,http://plkcsweb01.wordpress.com/main/
1,保良局陳百強伉儷青衣學校,,Tsing Yi,青衣青芊街二號,Tel: 852 2434 9922,plkcpkty@hkstar.com,CANTONESE,Private,,,,Po Leung Kuk Mr. & Mrs. Chan Pak Keung Tsing Yi School,"No. 2 Tsing Chin Street, Tsing Yi, New Territories",,http://www.poleungkuk.org.hk/en/20090804389/overview-of-plk-schools/special-schools.html
1,保良局陳百強伉儷青衣學校(宿舍),,Tsing Yi,青衣青芊街二號,Tel: 852 2434 9922,plkcpkty@hkstar.com,CANTONESE,Private,,,,Po Leung Kuk Mr. & Mrs. Chan Pak Keung Tsing Yi School (Boarding Section),"No. 2 Tsing Chin Street, Tsing Yi, New Territories",,http://www.poleungkuk.org.hk/en/20090804389/overview-of-plk-schools/special-schools.html
1,保良局羅氏信託學校,,Yuen Long,元朗公園南路二十六號,Tel: 852 2481 0828,plklfs@gmail.com,CANTONESE,Private,,,,Po Leung Kuk Law's Foundation School,"26 Town Park Road South, Yuen Long, New Territories",,http://www.plklfs.edu.hk
1,保良局羅氏信託學校(宿舍),,Yuen Long,元朗公園南路二十六號,Tel: 852 2424 4304,plklfs@gmail.com,CANTONESE,Private,,,,Po Leung Kuk Law's Foundation School (Boarding Section),"26 Town Park Road South, Yuen Long, New Territories",,http://www.plklfs.edu.hk
